Admission grade,Age at enrollment,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate,dataset_marker
97.0,19,1,6,4,0,6,13,11.8,0,4,0,6,18,12.2,0,1,0,1,0,9,1,1.79,0,0.5,0,1,3,3,1,1,159.0,0,Enrolled,1,12.4,df1
121.3,20,1,16,6,0,7,9,11.833333333333334,0,6,0,7,7,14.333333333333334,0,1,0,0,0,24,3,2.02,0,0.6,0,1,18,3,1,1,148.0,0,Enrolled,1,11.1,df1
129.4,18,3,12,6,0,8,9,13.345,2,6,0,8,9,13.345,2,1,0,1,0,4,3,-3.12,0,-0.8,0,1,2,3,1,1,141.0,0,Enrolled,1,9.4,df1
121.3,18,1,16,6,0,6,7,12.166666666666666,0,4,0,6,10,12.75,0,1,0,1,0,8,1,1.74,0,1.4,0,1,4,3,1,1,133.1,0,Enrolled,1,10.8,df1
125.7,22,1,5,6,0,6,8,11.0,0,4,0,6,10,12.0,0,1,0,1,0,6,14,3.51,0,1.4,0,1,4,25,1,16,133.0,1,Enrolled,0,8.9,df1
136.0,20,2,9,2,0,5,10,11.5,0,3,0,5,8,10.0,0,1,1,1,0,4,1,2.02,0,0.6,0,1,10,13,1,1,133.0,0,Enrolled,1,11.1,df1
128.4,23,1,8,6,0,6,10,14.0,0,4,0,6,11,13.0,0,1,1,0,0,11,3,2.02,0,0.6,0,1,3,3,1,1,118.0,0,Enrolled,0,11.1,df1
140.0,20,5,5,6,0,6,6,11.166666666666666,0,6,0,6,9,11.5,0,1,0,1,0,4,1,1.79,0,0.5,0,1,10,3,1,1,138.0,0,Enrolled,1,12.4,df1
123.3,21,1,9,5,0,5,9,12.8,0,3,0,5,11,12.666666666666666,0,1,0,0,0,5,1,2.02,0,0.6,0,1,5,1,1,1,140.0,0,Enrolled,1,11.1,df1
147.5,20,1,5,6,0,6,6,12.5,0,6,0,6,8,11.5,0,1,0,0,0,6,27,1.74,0,1.4,0,1,5,1,1,1,121.0,0,Enrolled,1,10.8,df1
100.0,20,2,12,7,0,7,7,13.462857142857144,0,7,0,8,10,13.164285714285716,0,1,0,1,0,6,27,2.02,0,0.6,0,1,4,13,1,1,131.0,1,Enrolled,0,11.1,df1
118.7,20,1,6,6,0,7,9,14.714285714285714,0,6,1,7,16,13.2,0,1,0,1,0,8,14,1.79,0,0.5,1,1,5,1,3,1,130.0,0,Enrolled,1,12.4,df1
110.0,21,1,8,5,2,5,9,13.2,2,2,0,5,7,12.5,2,1,1,0,0,3,3,1.74,0,1.4,1,1,10,1,3,1,133.1,0,Enrolled,1,10.8,df1
142.3,18,3,7,4,0,5,9,12.0,0,2,0,5,10,11.0,0,1,0,1,0,5,1,3.51,1,1.4,0,1,4,3,1,1,115.0,0,Enrolled,1,8.9,df1
130.5,23,1,13,5,0,7,11,12.414285714285713,0,2,0,7,13,13.5,0,1,0,1,0,44,27,3.51,1,1.4,0,1,24,1,1,1,140.0,0,Enrolled,1,8.9,df1
127.1,22,1,9,4,0,5,10,11.5,0,4,0,5,11,14.0,0,1,0,0,0,5,1,3.51,1,1.4,0,1,4,3,1,1,133.1,0,Enrolled,0,8.9,df1
124.5,18,1,6,4,0,5,9,14.25,0,5,0,5,8,12.714285714285714,0,1,0,1,0,6,1,1.74,0,1.4,0,1,3,1,1,1,148.0,0,Enrolled,1,10.8,df1
162.0,22,2,16,5,0,6,10,12.6,0,4,0,6,9,11.25,0,1,0,1,0,6,14,-1.7,0,3.7,0,1,5,13,1,1,117.0,0,Enrolled,1,12.7,df1
100.0,18,4,7,0,0,5,12,0.0,0,0,0,5,8,0.0,0,1,1,1,0,6,14,-3.12,1,-0.8,0,1,6,13,1,1,135.0,0,Enrolled,0,9.4,df1
139.6,21,1,13,5,0,7,14,11.2,0,6,0,8,11,11.583333333333334,0,1,0,0,0,2,1,-0.92,1,0.3,0,1,2,1,1,1,122.0,1,Enrolled,1,16.2,df1
121.8,21,1,11,6,0,6,10,10.833333333333334,0,4,0,6,10,11.0,0,1,0,1,0,6,14,0.32,0,2.6,0,1,10,23,1,1,143.0,0,Enrolled,1,7.6,df1
135.7,20,5,10,4,0,6,8,11.25,0,3,0,6,15,10.0,0,1,0,1,0,6,1,-3.12,0,-0.8,0,1,6,13,1,1,133.1,0,Enrolled,1,9.4,df1
126.8,37,1,17,2,0,5,14,10.0,0,3,0,5,7,11.333333333333334,0,0,0,0,0,10,27,-1.7,0,3.7,0,4,10,22,1,1,136.0,0,Enrolled,1,12.7,df1
106.4,37,1,3,7,3,8,12,11.375,0,6,2,7,10,12.166666666666666,0,0,1,0,0,9,27,0.79,0,-0.3,0,2,7,22,1,1,133.1,0,Enrolled,1,13.9,df1
132.9,28,1,6,0,0,6,17,0.0,0,0,0,6,6,0.0,0,1,1,1,0,35,14,3.51,0,1.4,0,1,29,22,1,1,120.0,0,Enrolled,1,8.9,df1
115.0,18,5,9,1,0,5,9,11.0,0,2,0,5,9,12.5,0,1,0,1,0,8,28,0.32,0,2.6,0,1,8,22,1,1,152.0,0,Enrolled,1,7.6,df1
135.1,34,1,12,7,0,8,11,11.705714285714285,0,7,0,8,11,11.705714285714285,0,1,0,1,0,6,1,1.74,0,1.4,0,1,3,3,1,1,123.0,0,Enrolled,1,10.8,df1
108.0,31,1,17,6,2,6,8,12.0,0,7,2,7,8,13.428571428571429,0,0,0,0,0,7,27,-3.12,0,-0.8,0,1,7,22,1,14,145.0,0,Enrolled,1,9.4,df1
130.5,18,1,15,6,0,6,7,12.666666666666666,0,4,0,6,8,12.25,0,1,0,1,0,11,28,0.32,0,2.6,0,1,5,13,1,1,118.0,0,Enrolled,1,7.6,df1
100.0,31,1,10,0,0,6,11,0.0,0,0,0,5,10,0.0,0,1,0,1,0,10,27,-3.12,0,-0.8,0,2,10,22,1,12,121.0,0,Enrolled,1,9.4,df1
122.9,18,2,7,2,0,5,9,11.666666666666666,0,2,0,5,9,12.5,2,1,0,0,0,6,28,0.32,1,2.6,0,1,6,23,1,1,142.0,0,Enrolled,1,7.6,df1
131.8,24,1,7,3,0,5,6,10.666666666666666,0,2,0,5,9,10.5,0,1,0,0,0,6,28,-4.06,1,2.8,0,1,4,1,1,1,140.0,0,Enrolled,1,15.5,df1
108.0,18,3,7,3,0,5,10,12.0,0,3,0,5,8,10.333333333333334,0,1,1,1,0,4,14,3.51,1,1.4,0,1,10,1,1,1,131.0,0,Enrolled,0,8.9,df1
110.0,41,1,17,4,0,5,9,11.0,0,5,0,5,6,11.4,0,0,0,0,0,5,14,3.51,1,1.4,0,2,5,13,1,1,141.0,1,Enrolled,1,8.9,df1
132.5,34,1,17,4,0,5,10,11.75,0,4,0,5,10,10.833333333333334,0,0,0,0,0,4,28,0.79,1,-0.3,0,2,10,23,1,1,128.0,0,Enrolled,1,13.9,df1
170.0,20,3,12,5,0,7,10,14.46,0,6,0,7,8,13.55,0,1,0,1,0,26,1,1.79,0,0.5,0,1,19,3,1,1,150.0,1,Enrolled,1,12.4,df1
134.6,22,1,6,5,0,6,12,12.8,0,2,0,6,19,11.5,0,1,0,1,0,5,1,1.79,0,0.5,1,1,7,13,3,14,140.0,0,Enrolled,1,12.4,df1
130.5,18,1,16,4,0,6,11,12.0,0,4,0,6,8,10.75,0,1,0,0,0,8,27,-4.06,0,2.8,0,1,6,13,1,1,140.0,1,Enrolled,1,15.5,df1
141.1,18,3,5,6,0,6,6,14.333333333333334,0,6,0,6,7,14.0,0,1,0,0,0,8,28,2.02,0,0.6,0,1,10,1,1,1,126.0,1,Enrolled,1,11.1,df1
125.4,18,1,16,5,0,6,9,12.333333333333334,0,5,0,6,10,10.6,0,1,0,0,0,6,1,-4.06,0,2.8,0,1,3,3,1,1,144.0,0,Enrolled,1,15.5,df1
116.1,18,1,16,5,0,6,9,13.6,0,4,0,6,10,11.75,0,1,1,1,0,11,1,-3.12,0,-0.8,0,1,6,13,1,1,141.0,0,Enrolled,1,9.4,df1
156.9,19,1,16,4,0,6,9,12.5,0,5,0,6,9,12.5,0,1,0,0,0,6,27,-3.12,0,-0.8,0,1,6,23,1,1,133.1,0,Enrolled,1,9.4,df1
120.7,21,1,5,5,0,6,7,12.2,0,4,0,6,7,12.6,0,1,0,1,0,11,1,3.51,0,1.4,0,1,3,5,1,1,140.0,0,Enrolled,1,8.9,df1
149.2,18,2,16,5,0,7,11,11.4,0,6,0,7,9,13.333333333333334,0,1,0,1,0,1,1,0.79,0,-0.3,0,1,5,1,1,1,140.0,0,Enrolled,1,13.9,df1
136.6,18,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0,8,14,-4.06,0,2.8,0,1,6,13,1,1,122.0,0,Enrolled,1,15.5,df1
141.0,18,2,16,3,0,6,10,12.0,0,4,0,6,8,10.25,0,1,0,1,0,6,28,1.74,0,1.4,0,1,8,23,1,1,110.0,0,Enrolled,1,10.8,df1
114.6,21,1,9,6,3,10,18,11.166666666666666,2,7,4,10,16,10.571428571428571,0,1,0,0,0,10,14,0.32,0,2.6,0,1,10,3,1,1,136.0,0,Enrolled,1,7.6,df1
131.6,20,2,12,5,0,7,10,12.62,0,6,0,7,8,12.5,0,1,0,1,0,8,14,2.02,0,0.6,0,1,10,23,1,1,120.0,1,Enrolled,1,11.1,df1
123.0,25,1,17,3,0,5,11,10.666666666666666,0,3,0,5,11,11.333333333333334,0,0,0,0,0,4,28,-4.06,0,2.8,0,1,4,23,1,1,116.0,0,Enrolled,1,15.5,df1
100.0,25,2,13,7,0,7,11,11.857142857142858,0,5,0,8,21,11.7,0,1,0,1,0,10,27,1.79,0,0.5,0,1,10,22,1,1,120.0,0,Enrolled,1,12.4,df1
156.9,24,1,10,4,0,6,9,15.75,0,5,0,6,10,16.4,0,1,0,1,0,10,14,-3.12,0,-0.8,0,1,10,23,1,1,100.0,0,Enrolled,1,9.4,df1
104.2,19,1,9,4,0,5,9,11.0,0,3,0,5,8,10.666666666666666,0,1,0,1,0,36,27,1.79,0,0.5,0,1,32,22,1,1,131.0,0,Enrolled,1,12.4,df1
127.1,19,6,9,5,0,5,5,12.4,0,3,0,5,8,11.0,0,1,0,0,0,10,28,-1.7,0,3.7,0,1,8,13,1,1,130.0,1,Enrolled,1,12.7,df1
122.8,20,2,9,3,0,5,8,12.0,0,4,0,5,9,12.625,0,1,0,1,0,10,27,1.74,0,1.4,0,1,10,22,1,1,150.0,1,Enrolled,1,10.8,df1
115.2,18,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,6,28,0.32,0,2.6,0,1,5,13,1,1,142.0,0,Enrolled,1,7.6,df1
130.5,18,2,16,6,0,7,12,12.0,0,6,0,7,11,12.166666666666666,0,1,0,0,0,1,1,0.79,0,-0.3,0,1,10,1,1,1,124.0,0,Enrolled,1,13.9,df1
125.3,19,3,9,3,0,5,7,10.333333333333334,0,3,0,5,11,14.428571428571429,0,1,0,1,0,6,14,1.74,0,1.4,0,1,4,1,1,1,115.0,0,Enrolled,1,10.8,df1
144.9,19,1,12,5,0,7,10,12.94,0,5,0,7,7,13.76,0,1,0,1,0,5,1,-0.92,0,0.3,0,1,10,23,1,1,133.1,0,Enrolled,1,16.2,df1
97.0,19,1,9,4,0,5,9,12.25,0,4,0,5,10,12.0,0,1,0,1,0,11,2,3.51,0,1.4,0,1,11,1,1,1,134.0,0,Enrolled,1,8.9,df1
116.1,32,1,12,4,0,7,16,13.625,0,7,0,7,8,12.6375,0,1,0,1,0,4,27,1.79,0,0.5,0,4,4,22,1,15,124.0,0,Enrolled,1,12.4,df1
122.8,24,1,17,4,0,5,5,12.0,0,5,0,5,6,12.666666666666666,0,0,0,0,0,11,1,1.79,1,0.5,0,1,5,1,1,1,133.0,0,Enrolled,1,12.4,df1
145.0,19,2,12,6,0,7,10,13.598333333333334,0,6,0,8,11,11.933333333333332,0,1,0,1,0,43,28,2.02,0,0.6,0,1,30,13,1,1,138.0,0,Enrolled,1,11.1,df1
131.8,45,1,12,11,7,11,11,12.7,0,10,6,10,12,12.96818181818182,0,1,0,1,0,8,14,0.79,0,-0.3,0,2,10,22,1,3,122.0,0,Enrolled,1,13.9,df1
138.3,18,1,16,6,0,7,9,11.5,0,7,0,7,8,12.714285714285714,0,1,0,1,0,8,14,0.79,0,-0.3,0,1,5,13,1,1,133.1,0,Enrolled,1,13.9,df1
132.7,37,1,4,6,0,6,10,12.875,0,6,0,6,12,12.9,0,1,1,0,0,11,27,-0.92,0,0.3,0,2,10,13,1,12,120.0,0,Enrolled,1,16.2,df1
108.0,20,1,10,4,0,6,11,10.75,0,5,0,6,13,11.5,0,1,0,0,0,10,1,-4.06,0,2.8,0,1,10,1,1,1,140.0,1,Enrolled,1,15.5,df1
131.8,18,4,12,6,0,7,9,13.533333333333331,0,7,0,7,7,12.228571428571428,0,1,0,1,0,10,14,1.79,0,0.5,0,1,8,13,1,1,115.0,1,Enrolled,1,12.4,df1
107.0,21,1,6,8,7,9,10,13.25,0,5,4,9,14,12.2,0,1,1,1,0,4,1,3.51,0,1.4,0,1,5,1,1,16,140.0,0,Enrolled,1,8.9,df1
100.0,25,1,7,1,0,5,13,11.0,0,1,0,5,11,10.0,0,1,0,0,0,6,14,0.79,1,-0.3,0,1,5,1,1,12,133.0,0,Enrolled,1,13.9,df1
130.5,21,1,14,1,0,6,12,12.0,0,1,0,6,11,11.0,0,1,1,1,0,7,27,3.51,0,1.4,0,1,4,13,1,16,120.0,0,Enrolled,1,8.9,df1
113.6,19,1,6,0,0,5,5,0.0,5,4,0,5,7,14.75,1,1,0,1,0,2,14,-1.7,0,3.7,0,1,6,13,1,1,172.0,0,Enrolled,1,12.7,df1
101.3,23,1,17,8,6,11,18,12.375,0,5,3,9,15,12.6,0,0,1,0,0,44,28,3.51,0,1.4,0,1,29,23,1,1,133.0,0,Enrolled,1,8.9,df1
122.0,18,1,15,5,0,6,8,12.6,0,6,0,6,10,12.428571428571429,0,1,0,0,0,11,14,-4.06,0,2.8,0,1,10,22,1,1,148.0,0,Enrolled,1,15.5,df1
142.3,24,1,3,4,0,6,6,12.25,0,4,0,6,10,11.5,0,0,0,0,0,6,10,1.79,1,0.5,0,1,5,1,1,1,134.0,1,Enrolled,1,12.4,df1
126.8,20,2,5,6,0,6,9,11.375,0,5,0,6,6,13.8,0,1,0,1,0,10,1,0.32,1,2.6,0,1,5,1,1,1,130.0,1,Enrolled,1,7.6,df1
126.3,18,2,7,4,0,5,8,13.5,0,6,0,6,10,13.625,0,1,0,0,0,9,14,2.02,1,0.6,0,1,10,1,1,1,117.0,1,Enrolled,1,11.1,df1
95.0,26,1,11,4,0,6,10,10.0,0,3,0,6,11,12.0,0,1,0,1,0,6,28,-3.12,1,-0.8,0,1,6,23,1,1,119.0,0,Enrolled,1,9.4,df1
107.0,18,1,14,6,0,6,7,12.333333333333334,0,3,0,6,10,12.0,0,1,0,1,0,8,1,0.79,0,-0.3,0,1,6,13,1,1,143.0,0,Enrolled,1,13.9,df1
132.0,19,2,6,3,0,5,13,12.0,2,4,0,5,8,11.75,0,1,0,1,0,10,14,-3.12,0,-0.8,0,1,5,1,1,1,126.0,0,Enrolled,1,9.4,df1
122.0,20,2,16,6,0,7,8,13.5,0,6,0,7,8,14.0,0,1,0,1,0,16,1,2.02,0,0.6,0,1,32,13,1,1,110.0,0,Enrolled,1,11.1,df1
110.0,18,3,9,4,0,5,16,10.666666666666666,0,2,0,5,11,12.0,0,1,0,1,0,11,28,0.79,0,-0.3,0,1,3,3,1,1,116.0,0,Enrolled,1,13.9,df1
126.1,21,1,6,4,0,6,12,12.5,0,2,0,6,13,12.666666666666666,0,1,0,1,0,10,27,2.02,0,0.6,0,1,5,1,1,1,101.0,0,Enrolled,1,11.1,df1
121.0,18,1,6,4,0,6,14,11.5,0,3,0,6,17,13.75,0,1,0,0,0,10,1,2.02,0,0.6,0,1,3,4,1,1,115.0,0,Enrolled,1,11.1,df1
121.6,20,1,10,3,0,6,13,11.2,0,4,0,6,9,12.0,0,1,0,1,0,8,27,-0.92,0,0.3,0,1,8,13,1,1,124.0,0,Enrolled,1,16.2,df1
126.5,19,2,16,5,0,6,9,13.0,0,5,0,6,8,10.4,0,1,0,1,0,11,14,0.32,0,2.6,0,1,3,1,1,1,132.0,0,Enrolled,1,7.6,df1
161.0,27,1,12,6,0,7,8,12.6,0,6,0,7,9,11.685714285714283,0,1,0,0,0,8,28,1.79,0,0.5,0,1,4,1,1,1,140.0,1,Enrolled,1,12.4,df1
129.7,19,1,9,5,0,5,5,12.8,0,4,0,5,5,12.0,0,1,1,1,0,7,27,2.02,0,0.6,0,1,10,22,1,1,133.1,1,Enrolled,0,11.1,df1
97.0,19,3,12,5,0,7,10,13.04,0,7,0,7,7,12.5,0,1,0,1,0,8,1,1.79,0,0.5,0,1,8,1,1,1,145.0,1,Enrolled,1,12.4,df1
116.1,23,1,6,11,7,11,18,13.166666666666666,0,8,4,9,15,13.333333333333334,0,1,1,1,0,10,28,3.51,0,1.4,0,1,9,13,1,16,126.0,0,Enrolled,0,8.9,df1
134.1,20,1,10,5,0,6,11,10.6,0,5,0,6,9,11.166666666666666,0,1,0,0,0,9,28,2.02,0,0.6,0,1,6,1,1,1,123.0,1,Enrolled,1,11.1,df1
140.0,20,1,6,6,0,6,10,13.428571428571429,0,5,0,6,11,12.666666666666666,0,1,0,0,0,6,10,0.79,0,-0.3,0,1,5,1,1,1,150.0,0,Enrolled,1,13.9,df1
138.0,18,1,9,5,0,5,6,12.0,0,4,0,5,7,12.5,0,1,0,1,0,4,1,-4.06,1,2.8,0,1,10,1,1,1,133.1,0,Enrolled,1,15.5,df1
100.0,21,2,6,4,0,5,7,11.5,0,3,0,5,15,10.6,4,1,0,1,0,4,14,1.74,1,1.4,0,1,4,1,1,1,133.0,0,Enrolled,1,10.8,df1
112.4,20,1,8,6,0,6,11,13.333333333333334,0,6,0,6,10,13.0,0,1,0,1,0,10,1,-0.92,0,0.3,0,1,4,1,1,1,127.0,0,Enrolled,1,16.2,df1
132.9,18,2,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,4,3,1.79,0,0.5,0,1,4,1,1,1,151.0,0,Enrolled,1,12.4,df1
127.1,19,2,15,5,0,6,6,12.2,0,5,0,6,7,10.8,0,1,0,1,0,10,1,1.74,0,1.4,0,1,10,23,1,1,126.0,0,Enrolled,1,10.8,df1
126.8,19,2,15,4,0,6,11,11.0,0,3,0,6,11,11.666666666666666,0,1,0,1,0,10,27,-3.12,0,-0.8,0,1,10,22,1,1,130.0,1,Enrolled,1,9.4,df1
168.2,19,3,9,5,0,5,5,11.6,0,3,0,5,11,12.666666666666666,0,1,0,1,0,8,28,-3.12,0,-0.8,0,1,6,1,1,1,133.1,1,Enrolled,1,9.4,df1
110.0,18,2,8,4,0,5,10,13.5,1,5,0,5,5,13.4,0,1,0,1,0,10,27,-1.7,0,3.7,0,1,10,13,1,1,133.1,0,Enrolled,1,12.7,df1
128.7,19,1,11,5,0,6,9,13.4,0,2,0,6,16,13.5,0,1,0,1,0,2,27,1.74,0,1.4,0,1,2,2,1,1,140.0,0,Enrolled,1,10.8,df1
109.0,21,1,10,3,0,6,8,10.2,0,4,0,6,13,12.25,0,1,0,1,0,10,27,-1.7,0,3.7,0,3,10,22,1,1,142.0,1,Enrolled,1,12.7,df1
122.0,18,3,11,6,0,6,9,10.833333333333334,0,5,0,6,8,11.0,0,1,0,1,0,8,28,0.32,0,2.6,0,1,8,22,1,1,133.1,1,Enrolled,1,7.6,df1
103.5,18,2,12,6,0,7,9,12.816666666666668,0,6,0,8,11,12.875,0,1,0,1,0,10,28,2.02,0,0.6,0,1,10,1,1,1,140.0,1,Enrolled,1,11.1,df1
121.0,19,1,7,2,0,6,11,13.5,1,2,0,5,11,11.0,0,1,1,0,0,31,3,3.51,0,1.4,1,1,21,1,13,1,118.0,0,Enrolled,1,8.9,df1
130.5,20,1,7,4,0,5,9,11.6,0,4,0,5,7,12.25,2,1,0,0,0,4,1,0.32,1,2.6,0,1,3,3,1,1,121.0,0,Enrolled,1,7.6,df1
122.9,20,1,9,5,0,5,9,12.0,0,4,0,5,9,13.0,0,1,0,0,0,6,14,3.51,1,1.4,0,1,5,1,1,1,130.0,0,Enrolled,1,8.9,df1
140.7,18,6,12,6,0,7,8,13.976666666666668,0,6,0,8,12,12.041666666666666,1,1,0,1,0,8,1,2.02,1,0.6,0,1,4,1,1,1,146.0,0,Enrolled,1,11.1,df1
129.8,19,1,14,4,0,6,10,12.5,0,1,0,6,12,10.0,3,1,0,1,0,35,28,-0.92,1,0.3,0,1,21,2,1,1,138.0,0,Enrolled,1,16.2,df1
115.1,19,3,14,3,0,5,7,11.666666666666666,0,4,0,5,5,12.0,0,1,0,1,0,9,14,-3.12,1,-0.8,0,1,3,3,1,1,130.0,0,Enrolled,1,9.4,df1
160.0,20,2,11,6,0,6,8,11.833333333333334,0,5,0,6,9,10.4,0,1,0,1,0,4,14,0.32,1,2.6,0,1,5,13,1,1,133.1,0,Enrolled,1,7.6,df1
118.7,21,5,7,4,0,5,10,13.2,0,4,0,5,7,14.25,2,1,0,1,0,5,28,0.32,1,2.6,0,2,5,22,1,1,160.0,0,Enrolled,1,7.6,df1
95.0,18,1,9,5,0,5,13,12.0,0,4,0,5,9,11.4,0,1,0,1,0,8,28,0.79,1,-0.3,0,1,4,3,1,1,133.1,0,Enrolled,1,13.9,df1
125.4,20,1,4,4,0,6,12,11.6,0,5,0,6,11,11.5,0,1,0,1,0,2,3,-4.06,1,2.8,0,1,8,3,1,14,130.0,0,Enrolled,1,15.5,df1
120.0,20,1,7,4,0,5,7,12.0,0,2,0,5,8,12.5,0,1,0,1,0,11,3,1.74,1,1.4,0,1,10,1,1,1,137.0,0,Enrolled,1,10.8,df1
108.0,25,1,14,6,0,6,8,11.285714285714286,0,5,0,6,10,12.2,0,1,0,1,0,10,27,-4.06,0,2.8,0,1,5,1,1,1,138.0,1,Enrolled,1,15.5,df1
107.0,28,1,4,5,0,6,12,12.0,0,6,0,6,10,12.333333333333334,0,1,0,0,0,9,27,2.02,1,0.6,0,4,10,22,1,1,133.1,0,Enrolled,1,11.1,df1
135.1,35,1,12,5,0,7,11,13.34,0,5,0,7,9,10.84,0,1,0,0,0,42,27,1.79,0,0.5,0,2,29,22,1,1,151.0,0,Enrolled,1,12.4,df1
108.0,27,1,12,7,3,8,12,12.457142857142856,0,7,3,8,12,12.457142857142856,0,1,0,0,0,8,27,-1.7,0,3.7,0,1,10,22,1,15,125.0,0,Enrolled,1,12.7,df1
138.0,31,1,17,4,0,5,13,10.5,0,4,0,5,10,10.5,0,0,0,0,0,10,14,-4.06,0,2.8,1,1,10,22,14,1,139.0,1,Enrolled,1,15.5,df1
115.5,47,1,17,4,0,5,8,10.0,0,4,0,5,8,12.5,0,0,0,0,0,11,14,-3.12,1,-0.8,0,2,10,22,1,1,116.0,0,Enrolled,1,9.4,df1
142.3,20,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0,9,14,0.79,1,-0.3,0,1,10,22,1,1,120.0,1,Enrolled,1,13.9,df1
122.9,18,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,3,2,0.32,1,2.6,0,1,3,3,1,1,136.0,0,Enrolled,1,7.6,df1
113.5,39,1,4,2,0,6,15,13.0,2,3,0,6,13,13.0,1,1,0,0,0,5,14,-4.06,0,2.8,0,4,10,13,1,1,133.1,0,Enrolled,1,15.5,df1
97.0,30,1,7,4,0,5,6,14.5,0,3,0,5,10,16.2,0,1,1,0,0,8,3,0.79,1,-0.3,0,1,3,4,1,4,120.0,0,Enrolled,1,13.9,df1
126.8,41,1,17,4,2,6,10,12.25,0,6,3,7,9,12.5,0,0,0,0,0,10,27,-3.12,0,-0.8,0,2,10,22,1,14,110.0,0,Enrolled,1,9.4,df1
103.5,18,1,15,5,0,6,7,12.6,0,5,0,6,6,11.8,0,1,0,0,0,6,27,2.02,0,0.6,0,1,10,13,1,1,143.0,0,Enrolled,0,11.1,df1
140.0,18,1,9,0,0,5,9,0.0,0,0,0,5,5,0.0,0,1,1,1,0,7,28,0.32,1,2.6,0,1,7,1,1,1,165.0,0,Enrolled,1,7.6,df1
110.0,20,1,1,7,0,7,10,12.857142857142858,0,4,0,7,7,12.75,0,1,0,0,0,5,3,3.51,1,1.4,1,1,3,2,14,1,117.0,0,Enrolled,1,8.9,df1
106.4,21,1,8,5,0,6,12,13.6,0,4,0,6,10,14.25,0,1,0,1,0,8,14,1.79,0,0.5,0,1,6,23,1,1,131.0,0,Enrolled,1,12.4,df1
111.8,20,1,8,3,1,6,11,12.0,0,2,0,6,11,11.0,0,1,1,1,0,6,14,1.79,0,0.5,0,1,6,13,1,14,125.0,0,Enrolled,0,12.4,df1
119.5,20,4,6,6,0,6,9,13.166666666666666,0,4,0,6,8,14.0,0,1,0,0,0,10,1,0.79,0,-0.3,0,1,4,22,1,1,120.0,0,Enrolled,1,13.9,df1
138.4,19,1,13,0,0,7,11,0.0,4,2,0,7,11,11.666666666666666,0,1,1,0,0,5,1,3.51,0,1.4,1,1,10,13,12,1,128.0,0,Enrolled,1,8.9,df1
116.4,45,1,3,12,8,12,14,14.0,0,7,2,7,12,13.857142857142858,0,0,0,1,0,10,27,0.32,0,2.6,0,2,10,22,1,1,131.0,0,Enrolled,1,7.6,df1
140.0,28,1,17,4,0,5,9,11.25,0,4,0,5,7,13.0,0,0,0,0,0,6,27,0.32,0,2.6,0,1,6,13,1,1,145.0,0,Enrolled,1,7.6,df1
132.5,18,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,10,27,1.74,1,1.4,0,1,10,23,1,1,120.0,1,Enrolled,1,10.8,df1
110.0,18,2,5,1,0,6,11,11.0,1,4,0,6,11,11.0,4,1,0,1,0,3,3,0.32,0,2.6,0,1,5,1,1,1,140.0,0,Enrolled,1,7.6,df1
101.3,18,1,9,4,0,5,8,12.0,0,4,0,5,8,12.25,0,1,0,1,0,8,27,-3.12,0,-0.8,0,1,8,23,1,1,140.0,0,Enrolled,1,9.4,df1
131.8,21,2,7,5,0,5,10,11.166666666666666,0,3,0,5,10,10.8,0,1,0,1,0,4,2,1.79,1,0.5,0,1,4,1,1,1,114.0,0,Enrolled,1,12.4,df1
157.0,18,4,9,4,0,5,6,11.5,0,2,0,5,12,10.333333333333334,0,1,0,1,0,6,28,1.74,1,1.4,0,1,6,13,1,1,120.0,0,Enrolled,1,10.8,df1
107.1,19,1,9,2,0,5,10,10.5,0,4,0,5,5,11.75,0,1,0,1,0,10,28,1.79,1,0.5,0,1,10,1,1,1,140.0,0,Enrolled,1,12.4,df1
110.0,19,1,14,4,0,5,8,12.5,0,4,0,5,6,11.0,0,1,0,0,0,10,27,0.32,1,2.6,0,1,5,1,1,1,135.0,0,Enrolled,1,7.6,df1
100.0,22,2,12,6,0,7,9,12.833333333333334,0,6,0,8,12,12.5,0,1,0,1,0,10,27,-0.92,1,0.3,0,1,10,22,1,1,130.0,0,Enrolled,1,16.2,df1
